Id,reference
0,47.1949
1,78.5603
2,83.7507
3,55.508
4,79.9489
5,11.7938
6,78.165
7,62.7047
8,41.1051
9,38.6971
10,50.2944
11,65.6894
12,74.0752
13,63.6342
14,34.9007
15,52.7023
16,31.7005
17,74.5733
18,81.0858
19,37.2072
20,66.3246
21,70.1217
22,34.4428
23,60.8071
24,48.6202
25,19.5581
26,13.1969
27,37.9529
28,72.0158
29,35.2676
30,76.9479
31,65.2699
32,57.3572
33,82.6285
34,55.279
35,58.4814
36,43.0473
37,74.5421
38,44.3103
39,50.1189
40,84.1562
41,84.1599
42,47.4536
43,76.8261
44,44.6729
45,44.1713
46,11.2263
47,82.5505
48,58.1323
49,36.7038
50,58.1167
51,49.8817
52,27.8341
53,51.577
54,93.2636
55,73.2753
56,75.5955
57,46.176
58,2.77848
59,54.1543
60,39.4129
61,61.5794
62,30.3717
63,50.075
64,68.6623
65,30.1591
66,69.0945
67,86.8293
68,50.1232
69,77.6782
70,72.3381
71,68.1133
72,26.422
73,75.5098
74,60.486
75,23.5642
76,72.4025
77,25.4871
78,86.1577
79,30.111
80,62.3281
81,69.2668
82,46.4512
83,48.6839
84,45.1087
85,52.9511
86,45.0366
87,68.9781
88,26.1101
89,59.2349
90,65.8244
91,31.6179
92,29.2687
93,33.9239
94,43.6384
95,35.3655
96,5.37397
97,59.961
98,66.1133
99,49.9476
100,49.8059
101,60.9173
102,34.6874
103,31.025
104,54.5759
105,55.0546
106,14.8319
107,82.2601
108,70.5115
109,28.9063
110,51.8045
111,83.0756
112,51.7368
113,20.7037
114,78.748
115,23.7317
116,75.7127
117,28.2965
118,40.9143
119,55.2741
120,45.6859
121,81.4023
122,29.4582
123,37.2859
124,37.9011
125,51.0634
126,37.0573
127,53.8931
128,35.9974
129,10.5547
130,86.6003
131,67.5347
132,66.2616
133,41.144
134,55.0548
135,59.0254
136,48.3932
137,57.0662
138,78.1602
139,9.17037
140,27.059
141,84.633
142,1.83519
143,70.107
144,49.5378
145,34.2173
146,17.836
147,73.7421
148,39.1558
149,41.8722
150,67.4423
151,59.4818
152,44.7746
153,61.1848
154,75.8679
155,38.9398
156,69.4953
157,54.067
158,52.3484
159,64.4605
160,37.7204
161,71.8167
162,13.3357
163,38.8292
164,26.0741
165,34.8869
166,56.4947
167,67.61
168,37.7502
169,7.02027
170,45.7103
171,7.89774
172,35.6729
173,26.7676
174,68.0173
175,28.8076
176,65.5642
177,28.6791
178,75.0986
179,48.6939
180,48.2241
181,37.6084
182,65.9081
183,84.0551
184,43.2767
185,81.8115
186,57.926
187,81.0395
188,45.8896
189,45.5463
190,81.2277
191,55.9969
192,40.7363
193,92.5829
194,75.0221
195,53.1331
196,30.8664
197,63.9894
198,78.5518
199,27.9273
200,52.4895
201,38.7522
202,38.4769
203,14.2162
204,63.1797
205,24.1372
206,29.5033
207,79.0761
208,45.4956
209,55.2317
210,74.068
211,62.5665
212,55.0567
213,51.6864
214,47.492
215,66.4926
216,56.2543
217,29.705
218,48.3728
219,57.2721
220,9.48948
221,31.6985
222,56.9326
223,39.0691
224,59.8706
225,31.1524
226,9.48152
227,64.0649
228,33.7295
229,80.5677
230,36.123
231,70.4112
232,43.0015
233,39.2494
234,41.1468
235,45.7749
236,50.0689
237,54.545
238,35.261
239,53.1832
240,70.396
241,46.897
242,50.5079
243,57.1688
244,64.0113
245,46.6309
246,5.6377
247,42.4624
248,34.9878
249,10.8239
250,53.3551
251,54.4781
252,58.5663
253,78.3468
254,74.8857
255,38.8868
256,12.9335
257,89.1743
258,12.0902
259,82.2882
260,68.8136
261,56.5119
262,30.0136
263,48.3039
264,50.4507
265,56.5609
266,-5.98525
267,79.5774
268,14.3637
269,71.7489
270,49.2984
271,51.0543
272,79.9522
273,20.0498
274,65.8765
275,46.6618
276,52.4972
277,46.3899
278,46.4372
279,43.5207
280,58.0222
281,72.1985
282,6.63523
283,35.4364
284,66.1046
285,53.9612
286,21.8267
287,55.521
288,43.4416
289,44.3052
290,26.1882
291,15.9701
292,29.654
293,42.9396
294,54.1733
295,63.819
296,33.9236
297,6.58853
298,26.4056
299,69.7887
300,42.5939
301,58.8648
302,34.6926
303,50.5844
304,8.14168
305,7.61938
306,55.5244
307,72.7068
308,52.4779
309,28.2324
310,52.7785
311,50.7239
312,31.5262
313,55.5939
314,52.075
315,58.5309
316,56.5316
317,68.5678
318,18.4483
319,2.67369
320,35.2558
321,6.38101
322,8.31362
323,40.191
324,36.0287
325,29.452
326,77.2994
327,54.6672
328,70.8546
329,56.4999
330,50.2839
331,76.5221
332,87.6165
333,39.4964
334,33.8912
335,73.3845
336,89.0712
337,40.0383
338,34.6595
339,88.0772
340,74.8124
341,40.3409
342,87.9839
343,43.7964
344,9.22342
345,42.8319
346,75.2611
347,76.6239
348,49.6657
349,40.644
350,52.1872
351,64.9223
352,56.7067
353,32.6473
354,59.5682
355,38.8517
356,45.537
357,29.7021
358,49.5252
359,54.1891
360,47.6862
361,44.2877
362,43.9727
363,67.9768
364,17.8448
365,48.3278
366,17.6422
367,60.8714
368,40.6443
369,49.1197
370,27.1134
371,22.0577
372,84.4885
373,54.237
374,51.6446
375,49.4478
376,8.62694
377,14.9962
378,37.7979
379,28.8881
380,37.5252
381,2.71533
382,4.28923
383,36.4303
384,83.0612
385,47.6497
386,25.0339
387,53.7965
388,65.3069
389,49.3455
390,45.1884
391,45.1816
392,40.8046
393,13.8085
394,75.0606
395,79.6576
396,5.54532
397,57.6533
398,59.8048
399,11.295
400,54.5359
401,39.6455
402,21.0682
403,32.1842
404,82.5394
405,15.056
406,91.2086
407,56.0586
408,48.3144
409,61.8111
410,50.4393
411,43.2885
412,63.4634
413,64.7171
414,79.9538
415,84.4497
416,41.4561
417,36.6412
418,47.5689
419,49.046
420,32.0192
421,14.321
422,-8.02768
423,57.5039
424,38.5954
425,50.6128
426,75.2652
427,47.4154
428,33.1379
429,37.1632
430,35.2684
431,24.6855
432,33.8742
433,2.60389
434,32.5877
435,84.3987
436,54.3045
437,38.0294
438,72.9889
439,57.6294
440,59.9553
441,19.5547
442,27.6629
443,49.4112
444,71.8791
445,54.3472
446,31.301
447,67.2349
448,47.3536
449,53.2738
450,58.0009
451,2.20984
452,36.145
453,66.9715
454,86.5655
455,61.311
456,36.409
457,73.053
458,32.8195
459,78.8234
460,30.1905
461,41.295
462,55.6049
463,48.9858
464,50.9122
465,77.1303
466,28.8284
467,48.2278
468,50.242
469,5.2124
470,80.9021
471,42.09
472,58.1966
473,50.7771
474,75.9269
475,35.1118
476,26.4828
477,36.715
478,32.7277
479,40.2148
480,48.3095
481,65.3253
482,32.7103
483,33.0374
484,65.5998
485,67.7712
486,66.0875
487,91.981
488,38.0655
489,45.7309
490,52.9172
491,44.0574
492,53.5813
493,39.8054
494,46.2892
495,23.0446
496,91.6592
497,34.9063
498,37.1476
499,19.1805
500,48.5561
501,54.6406
502,78.694
503,48.4565
504,16.9843
505,81.4164
506,14.6809
507,28.9322
508,37.5869
509,6.39492
510,40.8368
511,48.5503
512,52.7443
513,24.3195
514,49.0159
515,40.4636
516,29.1963
517,53.2651
518,83.0311
519,35.3028
520,76.8869
521,41.1682
522,72.0221
523,12.1627
524,27.7957
525,69.3538
526,22.2759
527,40.4781
528,78.3795
529,28.8016
530,69.4437
531,33.8898
532,56.2917
533,24.5646
534,32.0233
535,73.5454
536,79.3038
537,14.0881
538,46.1115
539,75.8232
540,43.3819
541,63.5591
542,64.0985
543,63.365
544,20.0072
545,38.904
546,75.1961
547,26.9183
548,59.9378
549,76.2743
550,36.5481
551,27.4527
552,85.3398
553,24.9297
554,51.4326
555,16.431
556,83.0083
557,47.048
558,55.2636
559,38.3968
560,69.7898
561,27.6718
562,45.5228
563,42.3383
564,13.933
565,36.5835
566,81.4975
567,80.9639
568,29.14
569,14.2813
570,81.5405
571,57.7634
572,44.2703
573,40.8036
574,37.6813
575,66.9442
576,48.1263
577,42.1741
578,10.0891
579,84.8727
580,75.4519
581,77.524
582,15.2399
583,48.3216
584,18.6822
585,46.979
586,35.0014
587,22.8074
588,47.8496
589,55.4885
590,42.5367
591,50.4614
592,44.4798
593,47.3392
594,65.4181
595,69.2094
596,33.7476
597,10.3917
598,51.5072
599,51.3621
600,46.393
601,89.9867
602,31.0411
603,26.5234
604,36.628
605,64.9721
606,62.5528
607,65.6284
608,80.2857
609,70.0118
610,61.0001
611,52.3999
612,55.226
613,43.5022
614,3.34037
615,48.1417
616,41.0418
617,23.1703
618,80.9119
619,52.9533
620,40.8471
621,92.427
622,51.5267
623,46.7832
624,49.4418
625,45.2005
626,9.20904
627,48.2041
628,49.5022
629,74.3719
630,31.5103
631,52.1133
632,57.5919
633,34.5504
634,83.5757
635,47.3294
636,61.2929
637,7.90627
638,54.2698
639,58.1725
640,38.4044
641,36.4952
642,15.5292
643,72.2355
644,25.0934
645,31.2845
646,46.9456
647,68.6271
648,75.3926
649,27.1914
650,56.4407
651,66.8314
652,11.1686
653,41.0696
654,45.4855
655,49.0427
656,57.4765
657,4.64132
658,67.9089
659,41.9202
660,35.8999
661,32.2496
662,48.9804
663,48.0043
664,53.0202
665,33.6945
666,22.3501
667,39.8089
668,42.5947
669,49.408
670,21.3348
671,43.0301
672,35.0257
673,43.0578
674,13.3718
675,51.5596
676,27.0112
677,28.2427
678,58.4499
679,49.146
680,30.8445
681,66.2027
682,15.8067
683,84.2854
684,31.5113
685,16.3677
686,60.1208
687,75.7979
688,46.4226
689,56.265
690,39.2823
691,70.299
692,33.7347
693,67.927
694,53.5111
695,47.6132
696,9.4758
697,35.6168
698,47.3543
699,33.4034
700,40.0068
701,44.9557
702,12.9343
703,15.4184
704,44.2939
705,27.0178
706,54.1959
707,33.6559
708,55.3912
709,80.8255
710,61.6248
711,34.114
712,41.8593
713,44.9159
714,34.8694
715,41.0258
716,49.9825
717,54.6997
718,44.7822
719,57.7181
720,22.4755
721,79.844
722,43.2261
723,39.8114
724,7.93211
725,82.5449
726,31.67
727,30.7227
728,67.3683
729,43.859
730,35.2955
731,36.1264
732,48.4248
733,47.1842
734,26.4669
735,47.0445
736,50.8214
737,42.8774
738,29.4256
739,46.1522
740,35.9977
741,33.9481
742,47.6371
743,62.32
744,33.604
745,1.23174
746,37.4717
747,45.6788
748,45.8816
749,40.6711
750,83.5254
751,46.6275
752,58.0825
753,26.8284
754,81.4042
755,36.3193
756,54.4156
757,34.3946
758,78.2015
759,67.8741
760,46.2355
761,25.9343
762,27.3949
763,37.0122
764,46.8
765,49.8965
766,50.4119
767,54.0642
768,52.8725
769,35.5404
770,27.083
771,19.9848
772,68.0849
773,34.6557
774,32.728
775,64.6147
776,16.605
777,79.1395
778,7.51188
779,57.9085
780,12.319
781,51.764
782,41.2633
783,56.3125
784,38.0182
785,63.5354
786,62.4519
787,33.8512
788,20.801
789,33.204
790,13.1557
791,42.4606
792,38.6358
793,13.3859
794,38.5026
795,54.9377
796,59.4645
797,63.5832
798,36.8361
799,28.19
800,57.972
801,76.449
802,36.8137
803,-1.85301
804,44.3565
805,74.9867
806,46.5888
807,36.4882
808,54.9854
809,80.5697
810,34.6023
811,22.5948
812,54.3504
813,4.00217
814,17.4304
815,55.136
816,84.4153
817,84.9328
818,62.8309
819,38.3384
820,1.2422
821,31.2302
822,35.2174
823,5.58916
824,35.1182
825,36.0673
826,39.1047
827,43.4747
828,41.5078
829,10.8673
830,36.6806
831,63.3327
832,59.5779
833,62.6837
834,72.3577
835,52.4709
836,31.1059
837,18.0322
838,41.2749
839,49.6606
840,14.9964
841,34.8798
842,46.7252
843,50.3816
844,44.2082
845,31.9624
846,74.436
847,54.495
848,51.3597
849,47.7328
850,47.2984
851,63.8458
852,60.0565
853,65.1057
854,51.749
855,49.3818
856,20.5016
857,81.2987
858,38.6286
859,47.4352
860,22.3514
861,28.7256
862,42.932
863,28.0626
864,35.0734
865,48.8174
866,24.8279
867,45.7247
868,41.0101
869,16.3514
870,36.8713
871,56.7921
872,63.3579
873,51.1401
874,40.1799
875,41.7182
876,65.089
877,56.4523
878,16.119
879,75.9876
880,38.5457
881,21.5493
882,75.2117
883,48.3954
884,60.2231
885,45.959
886,43.8695
887,89.8656
888,40.3146
889,63.6684
890,83.6967
891,17.1285
892,2.64146
893,61.9577
894,33.0493
895,60.1997
896,32.2692
897,59.9541
898,47.1476
899,40.1786
900,47.2233
901,74.4772
902,22.9844
903,54.7764
904,28.0421
905,30.9745
906,28.1712
907,56.8437
908,81.9634
909,65.508
910,60.242
911,66.9301
912,53.4509
913,79.8263
914,76.0773
915,15.8842
916,10.0234
917,25.2309
918,55.3303
919,72.2719
920,59.4073
921,55.8674
922,36.7206
923,4.83382
924,54.8584
925,44.2835
926,64.6265
927,81.4856
928,74.2679
929,26.232
930,42.4304
931,58.8037
932,67.6871
933,28.5794
934,40.4184
935,82.7586
936,86.2971
937,18.6512
938,31.0132
939,61.0837
940,49.1073
941,18.0982
942,88.3579
943,62.5352
944,44.3685
945,58.1504
946,17.6927
947,38.6772
948,12.0345
949,27.0078
950,63.3661
951,9.67105
952,57.2809
953,57.7454
954,7.27265
955,49.3145
956,30.5368
957,61.147
958,16.745
959,59.4284
960,54.4739
961,38.3546
962,59.7435
963,51.3925
964,34.5579
965,40.6682
966,4.51875
967,57.0241
968,22.2867
969,36.4049
970,79.9208
971,65.1261
972,31.5943
973,49.4141
974,61.1242
975,52.0148
976,50.3522
977,28.3423
978,27.7757
979,56.3996
980,25.1271
981,39.4679
982,40.3403
983,54.6995
984,68.6052
985,58.4239
986,24.3681
987,13.2581
988,57.7766
989,52.4988
990,81.6193
991,15.2815
992,56.507
993,56.637
994,8.15355
995,67.6176
996,27.6267
997,53.5099
998,91.8555
999,77.6461
1000,38.1205
1001,37.989
1002,36.2472
1003,57.7779
1004,42.325
1005,36.742
1006,32.7325
1007,53.3388
1008,83.8201
1009,38.0436
1010,39.4697
1011,48.9387
1012,39.4854
1013,54.1341
1014,1.3985
1015,86.7326
1016,55.5759
1017,8.81854
1018,44.8305
1019,25.8367
1020,45.4279
1021,80.8962
1022,43.7629
1023,29.0566
1024,49.6385
1025,33.87
1026,48.0268
1027,43.1349
1028,28.5364
1029,82.5619
1030,22.5
1031,43.4136
1032,55.8808
1033,51.5642
1034,29.5895
1035,49.2309
1036,66.3666
1037,45.5041
1038,64.1584
1039,49.0281
1040,77.7324
1041,21.6734
1042,12.9606
1043,19.965
1044,38.3443
1045,39.5397
1046,49.7419
1047,55.3709
1048,44.446
1049,10.0732
1050,64.4512
1051,51.1317
1052,14.3925
1053,66.9465
1054,25.5731
1055,81.051
1056,19.5303
1057,38.7795
1058,27.0516
1059,45.6362
1060,33.6387
1061,51.5375
1062,54.7993
1063,60.6532
1064,21.0865
1065,51.5539
1066,49.9664
1067,22.3324
1068,28.8225
1069,76.7365
1070,65.5343
1071,53.2279
1072,26.6628
1073,50.2398
1074,79.8451
1075,54.0635
1076,48.8111
1077,73.1198
1078,53.8498
1079,27.3205
1080,76.2776
1081,34.8538
1082,81.8983
1083,36.8413
1084,49.8565
1085,52.8037
1086,40.0242
1087,50.4045
1088,62.2016
1089,33.1312
1090,49.2956
1091,54.1791
1092,46.0289
1093,85.7013
1094,28.3445
1095,23.9437
1096,76.8916
1097,27.9607
1098,46.8542
1099,40.0003
1100,29.0298
1101,34.0966
1102,37.1407
1103,52.6144
1104,58.8125
1105,26.178
1106,37.4466
1107,36.3384
1108,66.7838
1109,52.5761
1110,35.7265
1111,54.6505
1112,41.8045
1113,35.7137
1114,40.3655
1115,88.5808
1116,10.2486
1117,51.5872
1118,71.0299
1119,86.3343
1120,22.3346
1121,32.4064
1122,58.0751
1123,82.5363
1124,32.7138
1125,44.7354
1126,53.073
1127,21.021
1128,21.2862
1129,21.5082
1130,55.1528
1131,46.0071
1132,36.6057
1133,70.689
1134,42.8084
1135,57.2336
1136,82.4753
1137,14.4581
1138,32.1453
1139,55.0047
1140,59.3092
1141,60.7047
1142,90.1725
1143,59.2119
1144,31.3131
1145,65.9695
1146,85.4637
1147,26.5062
1148,32.1619
1149,63.8921
1150,55.2071
1151,56.4395
1152,33.2541
1153,45.8725
1154,85.0109
1155,81.0308
1156,40.0491
1157,79.5136
1158,77.5063
1159,54.9945
1160,51.6771
1161,59.5166
1162,51.0074
1163,66.5811
1164,51.301
1165,14.522
1166,31.598
1167,39.9985
1168,32.2822
1169,44.8008
1170,40.13
1171,40.7081
1172,36.8157
1173,85.5327
1174,45.6034
1175,33.9543
1176,52.5835
1177,57.8815
1178,26.772
1179,50.8298
1180,22.7281
1181,32.5882
1182,51.1244
1183,40.3512
1184,42.4732
1185,26.9733
1186,21.3027
1187,78.9697
1188,52.1989
1189,21.5785
1190,30.1164
1191,58.1266
1192,16.905
1193,89.2333
1194,88.8783
1195,81.7237
1196,50.0933
1197,12.2255
1198,13.8011
1199,34.1847
1200,3.18376
1201,56.9057
1202,44.3002
1203,39.7268
1204,50.4697
1205,3.58404
1206,34.058
1207,40.2729
1208,77.151
1209,36.2571
1210,31.8728
1211,81.2901
1212,74.3596
1213,39.1164
1214,60.4356
1215,54.4809
1216,44.3616
1217,30.7835
1218,57.7918
1219,30.6386
1220,48.72
1221,43.7815
1222,77.4867
1223,45.6773
1224,38.4341
1225,79.9861
1226,38.2583
1227,51.0507
1228,60.084
1229,58.8453
1230,58.7123
1231,84.379
1232,70.5916
1233,32.5518
1234,11.995
1235,14.6624
1236,86.8715
1237,56.0379
1238,68.6782
1239,38.7849
1240,30.6961
1241,75.2554
1242,50.8673
1243,30.6273
1244,75.4616
1245,33.1997
1246,53.5862
1247,46.4363
1248,81.3325
1249,77.992
1250,74.9128
1251,85.5577
1252,-3.90613
1253,56.7286
1254,73.5349
1255,32.4231
1256,33.5968
1257,70.8147
1258,69.0964
1259,80.3462
1260,50.2659
1261,64.0544
1262,70.6634
1263,28.5688
1264,34.7647
1265,49.2061
1266,39.8595
1267,36.1264
1268,84.5356
1269,44.6925
1270,56.2112
1271,42.5664
1272,66.9183
1273,50.8853
1274,47.7846
1275,5.98767
1276,74.9048
1277,1.96486
1278,4.22312
1279,41.7865
1280,57.0449
1281,37.2314
1282,71.7648
1283,82.9477
1284,44.4875
1285,83.1344
1286,26.1771
1287,50.7846
1288,19.2057
1289,-14.042
1290,71.473
1291,67.5472
1292,49.8788
1293,71.7451
1294,33.038
1295,11.9015
1296,74.7976
1297,73.7243
1298,45.8476
1299,30.1099
1300,27.5728
1301,52.4798
1302,35.3765
1303,44.6298
1304,42.2967
1305,44.8647
1306,50.8516
1307,23.6531
1308,25.7249
1309,52.4331
1310,44.7473
1311,44.6697
1312,57.8265
1313,38.0355
1314,54.6645
1315,49.0344
1316,52.3112
1317,17.3716
1318,74.8811
1319,7.15378
1320,31.9568
1321,52.2755
1322,64.8378
1323,5.145
1324,21.6455
1325,72.0736
1326,24.5492
1327,57.6803
1328,65.0561
1329,7.22298
1330,28.6702
1331,28.4072
1332,41.1232
1333,47.4376
1334,37.0157
1335,44.175
1336,20.7745
1337,50.0689
1338,55.0246
1339,80.0161
1340,40.5677
1341,80.615
1342,23.4531
1343,54.0707
1344,82.1937
1345,22.6316
1346,12.4717
1347,86.4175
1348,53.8853
1349,45.8722
1350,40.1042
1351,72.1888
1352,60.3132
1353,36.078
1354,14.2743
1355,36.2821
1356,41.9649
1357,52.5184
1358,33.8223
1359,84.1539
1360,42.2967
1361,28.4631
1362,56.1349
1363,80.5069
1364,46.7571
1365,41.1004
1366,52.6541
1367,62.2973
1368,32.2563
1369,44.0102
1370,64.0034
1371,21.4634
1372,43.8534
1373,67.4959
1374,3.6396
1375,45.2699
1376,53.6994
1377,34.9544
1378,39.0433
1379,68.1851
1380,78.5158
1381,45.0052
1382,63.5102
1383,55.7156
1384,33.0044
1385,82.0497
1386,49.6673
1387,48.572
1388,18.5091
1389,46.8174
1390,70.144
1391,9.91672
1392,11.4107
1393,79.8016
1394,35.2876
1395,89.3722
1396,53.5212
1397,4.26039
1398,48.2917
1399,79.9911
1400,-5.96075
1401,74.5704
1402,36.5395
1403,59.1412
1404,41.8917
1405,53.9197
1406,34.8536
1407,42.659
1408,42.8131
1409,76.6489
1410,66.0223
1411,65.6148
1412,18.8025
1413,35.1047
1414,46.2548
1415,82.4169
1416,59.9012
1417,66.7269
1418,22.7382
1419,60.785
1420,77.5031
1421,48.6306
1422,19.7467
1423,14.1522
1424,62.5551
1425,48.2497
1426,25.9118
1427,82.8268
1428,35.9188
1429,56.8888
1430,46.8617
1431,40.3179
1432,57.4831
1433,42.8359
1434,24.0297
1435,40.7739
1436,55.2044
1437,45.0688
1438,77.7023
1439,58.025
1440,90.7088
1441,27.6755
1442,28.9119
1443,51.252
1444,47.0932
1445,75.6132
1446,21.6389
1447,38.5133
1448,18.6215
1449,13.4529
1450,69.9995
1451,43.1861
1452,28.2855
1453,34.9111
1454,23.6617
1455,66.8221
1456,44.0865
1457,55.984
1458,48.7085
1459,81.462
1460,15.9975
1461,53.0381
1462,84.1254
1463,72.6271
1464,85.6908
1465,54.1217
1466,34.7465
1467,60.4689
1468,41.0882
1469,46.0183
1470,40.5561
1471,79.4623
1472,83.7679
1473,67.7035
1474,52.0328
1475,71.5504
1476,56.1315
1477,39.2233
1478,54.9332
1479,55.1499
1480,25.1873
1481,52.4202
1482,38.4889
1483,85.2954
1484,35.4578
1485,55.4207
1486,8.05351
1487,44.0562
1488,43.2821
1489,51.8327
1490,39.6819
1491,53.013
1492,44.8564
1493,47.518
1494,57.7151
1495,48.7418
1496,27.0589
1497,9.08281
1498,43.3499
1499,38.0618
1500,74.3052
1501,52.3199
1502,11.0355
1503,48.0909
1504,46.3916
1505,81.767
1506,36.4095
1507,12.0297
1508,46.1085
1509,9.83337
1510,36.8649
1511,41.3114
1512,75.2692
1513,87.9749
1514,30.6892
1515,17.9134
1516,47.5
1517,40.6277
1518,56.0165
1519,36.6447
1520,8.7976
1521,20.2898
1522,55.0846
1523,67.4056
1524,29.3547
1525,10.2768
1526,51.794
1527,55.573
1528,85.1238
1529,60.5451
1530,48.5786
1531,57.8701
1532,80.1609
1533,51.8185
1534,35.2519
1535,-5.23649
1536,8.72812
1537,66.0953
1538,34.1971
1539,27.9005
1540,54.9585
1541,90.4185
1542,21.8087
1543,27.7112
1544,65.4049
1545,65.0566
1546,63.489
1547,67.259
1548,46.6794
1549,47.8048
1550,22.9269
1551,50.4423
1552,60.7406
1553,45.4362
1554,76.1682
1555,61.2914
1556,68.7195
1557,64.1737
1558,67.6044
1559,36.2362
1560,73.1081
1561,15.6447
1562,56.6438
1563,36.8672
1564,67.8534
1565,79.153
1566,12.9188
1567,57.0845
1568,22.7912
1569,31.5758
1570,51.3769
1571,44.1042
1572,39.6031
1573,7.37924
1574,52.8874
1575,19.1877
1576,47.9589
1577,12.3699
1578,47.2661
1579,56.4378
1580,28.7672
1581,54.1027
1582,13.7834
1583,57.6589
1584,38.9142
1585,68.0261
1586,63.0788
1587,28.9999
1588,66.5001
1589,43.849
1590,80.1121
1591,7.57494
1592,40.6343
1593,20.8424
1594,72.3386
1595,60.7565
1596,42.4812
1597,33.2047
1598,28.611
1599,50.7461
1600,53.8101
1601,79.9707
1602,40.8828
1603,5.90319
1604,84.3223
1605,10.8826
1606,77.5727
1607,57.9613
1608,35.5595
1609,25.8577
1610,35.7394
1611,38.5804
1612,44.5523
1613,47.314
1614,72.4467
1615,59.7317
1616,52.2651
1617,68.6197
1618,51.5183
1619,70.3752
1620,44.1276
1621,82.3629
1622,62.0993
1623,53.928
1624,45.0206
1625,27.9266
1626,80.0726
1627,10.709
1628,41.8718
1629,22.7574
1630,29.0184
1631,63.7099
1632,46.8689
1633,66.8416
1634,54.1131
1635,43.0517
1636,46.5596
1637,48.2432
1638,76.7525
1639,38.5406
1640,67.2266
1641,79.0345
1642,44.4132
1643,6.65492
1644,55.842
1645,43.8516
1646,58.884
1647,49.6942
1648,19.3763
1649,64.9013
1650,22.1073
1651,75.2271
1652,47.6229
1653,31.2669
1654,38.1662
1655,47.6074
1656,59.1756
1657,14.8129
1658,36.2954
1659,58.7023
1660,51.5107
1661,45.7302
1662,13.5274
1663,6.95482
1664,85.7228
1665,79.8802
1666,63.7551
1667,32.7479
1668,41.7207
1669,50.3564
1670,95.0344
1671,62.9339
1672,73.6514
1673,68.1374
1674,51.9187
1675,53.2035
1676,37.9496
1677,47.8535
1678,29.6853
1679,11.9483
1680,28.0248
1681,49.5495
1682,66.2941
1683,43.6293
1684,39.063
1685,35.2526
1686,41.4419
1687,38.0931
1688,49.2473
1689,33.7543
1690,93.4473
1691,89.1258
1692,79.496
1693,10.656
1694,77.1688
1695,78.6079
1696,10.8678
1697,35.5003
1698,50.3018
1699,24.9104
1700,48.3879
1701,64.7744
1702,68.3767
1703,84.5964
1704,36.5859
1705,33.4651
1706,39.1618
1707,27.1289
1708,47.2743
1709,28.7817
1710,53.6825
1711,70.3583
1712,42.4086
1713,54.9232
1714,53.5023
1715,28.5404
1716,28.86
1717,4.14345
1718,13.5777
1719,40.2669
1720,62.9219
1721,49.9436
1722,69.878
1723,36.524
1724,88.6316
1725,45.4161
1726,35.9731
1727,49.9588
1728,10.3445
1729,82.5753
1730,47.1609
1731,30.6251
1732,55.2487
1733,60.7495
1734,33.5153
1735,39.4185
1736,27.6914
1737,76.7556
1738,41.835
1739,57.4321
1740,38.7599
1741,63.5292
1742,84.3608
1743,28.4589
1744,47.5213
1745,76.2939
1746,77.5008
1747,53.5674
1748,44.943
1749,58.355
1750,62.5503
1751,4.00809
1752,60.0836
1753,29.4497
1754,74.3854
1755,33.1632
1756,69.6901
1757,26.4125
1758,55.8268
1759,37.7948
1760,87.7639
1761,37.0148
1762,47.2332
1763,35.4174
1764,61.6864
1765,74.1838
1766,44.8323
1767,79.2623
1768,76.8399
1769,50.6209
1770,13.4629
1771,66.0089
1772,74.3372
1773,34.6208
1774,38.4164
1775,35.8386
1776,55.0295
1777,38.2818
1778,74.9603
1779,43.666
1780,48.5189
1781,9.92242
1782,33.5817
1783,52.4909
1784,43.9131
1785,23.2106
1786,44.0064
1787,76.4927
1788,37.534
1789,64.9587
1790,69.7437
1791,16.7338
1792,9.38316
1793,16.2661
1794,35.7058
1795,36.818
1796,27.3344
1797,49.8659
1798,43.1799
1799,52.2611
1800,67.3272
1801,56.2477
1802,25.1512
1803,66.3441
1804,22.7959
1805,12.0579
1806,35.5959
1807,54.6113
1808,46.8834
1809,27.2012
1810,47.4376
1811,33.7794
1812,38.7727
1813,60.3098
1814,3.62344
1815,46.6363
1816,38.0192
1817,10.978
1818,52.0693
1819,82.5254
1820,32.2257
1821,16.2277
1822,70.9193
1823,30.6108
1824,63.5815
